restaurant_name,review_text
Casablanca Lyon,The hummus alone is worth the visit: silky smooth with excellent quality olive oil. Nobody came to check on us between ordering and the arrival of the mains. We would come back but would lower our expectations from those set by the reviews.
Casablanca Lyon,"Warm, fragrant and deeply satisfying - this restaurant took us straight to Beirut. The halloumi was grilled beautifully - squeaky, salty and perfectly charred. Genuinely one of the best evenings we have spent in Lyon."
Casablanca Lyon,The staff were knowledgeable about every dish and happy to guide first-timers through the menu. The heating in the room was insufficient and we spent much of the meal feeling cold. Some genuinely good moments but enough to give us pause before booking again.
Casablanca Lyon,"We have tried several Middle Eastern restaurants in Lyon and this is comfortably the best. We asked twice for the bread to be replenished and it never arrived. Not a disappointment exactly, just not the revelation we hoped it would be."
Casablanca Lyon,"The lamb dishes here are exceptional - slow-cooked and falling apart beautifully. The kanafeh for dessert was warm, sticky and unlike anything else on offer in Lyon. Already recommended to two friends who are visiting later this year."
Casablanca Lyon,"Warm, fragrant and deeply satisfying - this restaurant took us straight to Beirut. The halloumi was grilled beautifully - squeaky, salty and perfectly charred. The kitchen showed real understanding of flavour balance across every course. Book ahead - this place deserves to be busy and it is."
Casablanca Lyon,"Warm, fragrant and deeply satisfying - this restaurant took us straight to Beirut. Nobody came to check on us between ordering and the arrival of the mains. Some genuinely good moments but enough to give us pause before booking again."
Casablanca Lyon,A fantastic spot for a group meal - the sharing format works beautifully here. The kibbeh were perfectly spiced and not the least bit heavy. We had a dietary requirement and the kitchen adapted beautifully without making it feel like a chore.
Casablanca Lyon,The bread course alone would have been worth the visit. The staff were knowledgeable about every dish and happy to guide first-timers through the menu. The baba ghanoush had a real smokiness that spoke of genuine grilling over flame.
Casablanca Lyon,A fantastic spot for a group meal - the sharing format works beautifully here. Our waiter disappeared for long stretches and refills were never offered proactively. A competent meal without anything memorable to make it truly stand out.
Casablanca Lyon,"The lamb dishes here are exceptional - slow-cooked and falling apart beautifully. The fatteh was a marvellous combination of crispy bread, yoghurt and chickpeas. The pacing of the meal was exactly right - unhurried but never dragging."
Casablanca Lyon,"This place transports you somewhere warmer the moment you walk through the door. The manaoushe came straight from the oven and the za'atar was fragrant and generous. Small details impressed us: the quality of the butter, the temperature of the plates, the attentiveness without intrusion."
Casablanca Lyon,The lamb was dry and over-salted - a real shame given how good this should be. The kibbeh were greasy with poorly balanced spicing. The heating in the room was insufficient and we spent much of the meal feeling cold.
Casablanca Lyon,The bread arrives hot from the oven and the dips are outstanding. There is a real sense that the team here take pride in their work without any hint of arrogance. Book ahead - this place deserves to be busy and it is.
Casablanca Lyon,"We went for the set menu and it was an incredibly generous spread. The kanafeh for dessert was warm, sticky and unlike anything else on offer in Lyon. There was a lovely energy in the room - other diners clearly as happy as we were. An experience that reminded us why we love eating out."
Casablanca Lyon,"The mezze selection here is one of the most generous and flavourful in the city. Even the amuse-bouche set the tone for what was to follow - precise, interesting and generous. The halloumi was grilled beautifully - squeaky, salty and perfectly charred."
Casablanca Lyon,"The bread arrives hot from the oven and the dips are outstanding. The halloumi was grilled beautifully - squeaky, salty and perfectly charred. The pacing of the meal was exactly right - unhurried but never dragging. A meal we will be talking about for a long time."
Casablanca Lyon,A vibrant and welcoming room with food that is packed with character. The sommelier recommended an expensive wine that did not suit the food at all. A competent meal without anything memorable to make it truly stand out.
Casablanca Lyon,"We shared four or five small plates and every single one impressed us. The kanafeh for dessert was warm, sticky and unlike anything else on offer in Lyon. Wines by the glass were of an excellent standard and the list had been curated with thought."
Casablanca Lyon,Came here on the recommendation of a Lebanese colleague and the food did not disappoint. The table we were given was too close to the kitchen and the noise was intrusive. A competent meal without anything memorable to make it truly stand out.
Casablanca Lyon,"The staff were knowledgeable about every dish and happy to guide first-timers through the menu. The kitchen's timing was off throughout and mains arrived before the starters were finished. Worth trying once, though we are not certain we would return."
Casablanca Lyon,"We have tried several Middle Eastern restaurants in Lyon and this is comfortably the best. The dessert course was a genuine highlight - creative without being theatrical. The fatteh was a marvellous combination of crispy bread, yoghurt and chickpeas."
Casablanca Lyon,The service was brusque and we were made to feel rushed the entire evening. The kibbeh were greasy with poorly balanced spicing. We left feeling our time and money had not been well spent.
Casablanca Lyon,We have tried several Middle Eastern restaurants in Lyon and this is comfortably the best. The slow-roasted lamb shoulder fell from the bone and was magnificent. The bread course alone would have been worth the visit.
Casablanca Lyon,"We went for the set menu and it was an incredibly generous spread. The halloumi was grilled beautifully - squeaky, salty and perfectly charred. We asked for a recommendation on the cheese and were guided to something we had never tried before. A wonderful evening from start to finish. Highly recommended."
Chez Grand De La Cafe,"A proper Lyonnaise bouchon experience that ticked every box for us. We had a dietary requirement and the kitchen adapted beautifully without making it feel like a chore. We left full, happy and already planning our return."
Chez Grand De La Cafe,We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. There is a real sense that the team here take pride in their work without any hint of arrogance. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce.
Chez Grand De La Cafe,The terrace was bathed in evening light and the atmosphere was simply magical. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. The bread course alone would have been worth the visit.
Chez Grand De La Cafe,"After a long day of sightseeing, this bistrot was exactly what we needed. The wine we were served was not the one we ordered and it took three requests to correct. Three stars feels right - solid, reliable, but not exceptional."
Chez Grand De La Cafe,We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. The pace of service was painfully slow despite the kitchen clearly not being under pressure. A competent meal without anything memorable to make it truly stand out.
Chez Moderne,"The set lunch is extraordinary value for what you receive. Found this tucked away on a side street and it turned out to be a real find. The andouillette was not for the faint-hearted but for those who appreciate it, sublime."
Chez Moderne,"We specifically chose this place for a special occasion and felt let down. The andouillette had a strong off smell that none of us could get past. At these prices, the standard needs to be significantly higher."
Chez Moderne,A proper Lyonnaise bouchon experience that ticked every box for us. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition. Do not miss it if you are anywhere near Lyon.
Chez Moderne,"A charming neighbourhood restaurant that punches well above its weight. The room was noisy to the point where conversation became genuinely difficult. Not a disappointment exactly, just not the revelation we hoped it would be."
Chez Moderne,We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The bill contained items we had not ordered and required a lengthy discussion to resolve. Some genuinely good moments but enough to give us pause before booking again.
Comptoir,Third visit to this place and it keeps getting better each time. The table we were given was too close to the kitchen and the noise was intrusive. A competent meal without anything memorable to make it truly stand out.
Comptoir,"Booked on a whim after walking past and noticing how busy it was - the right call. The heating in the room was insufficient and we spent much of the meal feeling cold. Three stars feels right - solid, reliable, but not exceptional."
Comptoir,A proper Lyonnaise bouchon experience that ticked every box for us. The dessert course was a genuine highlight - creative without being theatrical. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition.
Comptoir,Booked on a whim after walking past and noticing how busy it was - the right call. We asked twice for the bread to be replenished and it never arrived. The highs were high enough to consider a return; the lows gave us reason to hesitate.
Comptoir,This is the kind of authentic French restaurant that feels increasingly hard to find. The room was noisy to the point where conversation became genuinely difficult. Worth a visit but perhaps not worth crossing the city for.
Comptoir,"The terrace was bathed in evening light and the atmosphere was simply magical. The kitchen's timing was off throughout and mains arrived before the starters were finished. Not a disappointment exactly, just not the revelation we hoped it would be."
Comptoir,The wine list is compact but very well chosen with some excellent value at the mid-price level. A proper Lyonnaise bouchon experience that ticked every box for us. The quenelles were as light as air - a technically demanding dish executed perfectly.
Comptoir,"Third visit to this place and it keeps getting better each time. Several dishes arrived at different times, leaving one of our party waiting while the other ate. Some genuinely good moments but enough to give us pause before booking again."
Comptoir,"After a long day of sightseeing, this bistrot was exactly what we needed. The wine we were served was not the one we ordered and it took three requests to correct. Not a disappointment exactly, just not the revelation we hoped it would be."
Comptoir,"Third visit to this place and it keeps getting better each time. The praline tart was a beautiful example of a purely Lyonnaise confection - pink, sweet, extraordinary. A meal we will be talking about for a long time."
Comptoir,Came here for a solo lunch between meetings and left feeling genuinely nourished. The wine list is compact but very well chosen with some excellent value at the mid-price level. A restaurant we will be coming back to without any hesitation.
Comptoir,"The food arrived cold, the service was dismissive and the evening was a disappointment. Nobody came to check on us between ordering and the arrival of the mains. We will not be returning and would not recommend it to friends."
Comptoir,"Even the amuse-bouche set the tone for what was to follow - precise, interesting and generous. After a long day of sightseeing, this bistrot was exactly what we needed. A proper tarte tatin arrived caramelised to perfection with crème fraîche on the side."
Comptoir,A proper Lyonnaise bouchon experience that ticked every box for us. The dessert course was a genuine highlight - creative without being theatrical. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce.
Comptoir,"Lyon is famous for its food culture, and this restaurant embodies everything that reputation stands for. There was a lovely energy in the room - other diners clearly as happy as we were. A restaurant we will be coming back to without any hesitation."
Comptoir,Brought my parents here on their first visit to Lyon and they are still talking about it. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition. A wonderful evening from start to finish. Highly recommended.
Comptoir,"After a long day of sightseeing, this bistrot was exactly what we needed. The praline tart was a beautiful example of a purely Lyonnaise confection - pink, sweet, extraordinary. Exactly what a great restaurant should be. Cannot wait to go back."
Comptoir,"After a long day of sightseeing, this bistrot was exactly what we needed. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. A wonderful evening from start to finish. Highly recommended."
Comptoir,We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should. A wonderful evening from start to finish. Highly recommended.
Comptoir,"We dined here on a recommendation from our hotel concierge and were not disappointed. A genuinely outstanding salade lyonnaise: properly dressed, lardons beautifully crisped. The set lunch is extraordinary value for what you receive."
Comptoir Des Traditionnel,We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The pacing of the meal was exactly right - unhurried but never dragging. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition.
Comptoir Des Traditionnel,My colleague recommended this place and it absolutely lived up to the hype. The quenelles were as light as air - a technically demanding dish executed perfectly. There was a lovely energy in the room - other diners clearly as happy as we were. A wonderful evening from start to finish. Highly recommended.
Comptoir Des Traditionnel,"Lyon is famous for its food culture, and this restaurant embodies everything that reputation stands for. The pace of service was painfully slow despite the kitchen clearly not being under pressure. Some genuinely good moments but enough to give us pause before booking again."
Comptoir Des Traditionnel,"The room has real warmth to it - a combination of the lighting, the décor and the noise level. Came here for a solo lunch between meetings and left feeling genuinely nourished. A proper tarte tatin arrived caramelised to perfection with crème fraîche on the side."
Comptoir Des Traditionnel,"We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. A genuinely outstanding salade lyonnaise: properly dressed, lardons beautifully crisped. Everything about it was right. A true gem of the Lyon dining scene."
Comptoir Des Traditionnel,"After a long day of sightseeing, this bistrot was exactly what we needed. Our waiter disappeared for long stretches and refills were never offered proactively. A competent meal without anything memorable to make it truly stand out."
Comptoir Des Traditionnel,Third visit to this place and it keeps getting better each time. We had a dietary requirement and the kitchen adapted beautifully without making it feel like a chore. Already recommended to two friends who are visiting later this year.
Comptoir Des Traditionnel,"Found this tucked away on a side street and it turned out to be a real find. The heating in the room was insufficient and we spent much of the meal feeling cold. Not a disappointment exactly, just not the revelation we hoped it would be."
Comptoir Des Traditionnel,This is the kind of authentic French restaurant that feels increasingly hard to find. Every dish arrived beautifully presented without feeling overthought or fussy. A proper tarte tatin arrived caramelised to perfection with crème fraîche on the side.
Comptoir Des Traditionnel,"The terrace was bathed in evening light and the atmosphere was simply magical. The room was noisy to the point where conversation became genuinely difficult. Three stars feels right - solid, reliable, but not exceptional."
Comptoir Des Traditionnel,Booked on a whim after walking past and noticing how busy it was - the right call. The wine we were served was not the one we ordered and it took three requests to correct. Some genuinely good moments but enough to give us pause before booking again.
Comptoir Des Traditionnel,"My colleague recommended this place and it absolutely lived up to the hype. The bill contained items we had not ordered and required a lengthy discussion to resolve. Three stars feels right - solid, reliable, but not exceptional."
Comptoir Des Traditionnel,"Lyon is famous for its food culture, and this restaurant embodies everything that reputation stands for. The pace of service was painfully slow despite the kitchen clearly not being under pressure. A competent meal without anything memorable to make it truly stand out."
Comptoir Lyon,"Third visit to this place and it keeps getting better each time. The tablier de sapeur was crispy on the outside, tender within and came with a razor-sharp mustard sauce. The sommelier's pairings were inspired and transformed the meal into something really special. A restaurant we will be coming back to without any hesitation."
Comptoir Lyon,A proper Lyonnaise bouchon experience that ticked every box for us. We had a dietary requirement and the kitchen adapted beautifully without making it feel like a chore. Exactly what a great restaurant should be. Cannot wait to go back.
Comptoir Lyon,"Third visit to this place and it keeps getting better each time. Basic errors - wrong dishes, forgotten items - suggest training issues in the front of house. Not a disappointment exactly, just not the revelation we hoped it would be."
Comptoir Lyon,Not the worst meal in Lyon but certainly not worth the prices being charged. The sommelier recommended an expensive wine that did not suit the food at all. The Bresse chicken was overcooked to the point where the breast had dried out.
Comptoir Lyon,"A charming neighbourhood restaurant that punches well above its weight. Nobody came to check on us between ordering and the arrival of the mains. Three stars feels right - solid, reliable, but not exceptional."
Comptoir Lyon,"This is the kind of authentic French restaurant that feels increasingly hard to find. The bill contained items we had not ordered and required a lengthy discussion to resolve. Three stars feels right - solid, reliable, but not exceptional."
Comptoir Lyon,My colleague recommended this place and it absolutely lived up to the hype. We noticed the same dish on neighbouring tables looked far better than what we received. Some genuinely good moments but enough to give us pause before booking again.
Comptoir Lyon,A proper Lyonnaise bouchon experience that ticked every box for us. The room was noisy to the point where conversation became genuinely difficult. Some genuinely good moments but enough to give us pause before booking again.
Comptoir Lyon,"Lyon is famous for its food culture, and this restaurant embodies everything that reputation stands for. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. A wonderful evening from start to finish. Highly recommended."
Comptoir Lyon,"Sadly this did not live up to its reputation - we left feeling rather disappointed. The tarte tatin arrived cold and the pastry had gone soft beneath the apples. At these prices, the standard needs to be significantly higher."
Comptoir Lyon,"The dessert course was a genuine highlight - creative without being theatrical. A charming neighbourhood restaurant that punches well above its weight. The tablier de sapeur was crispy on the outside, tender within and came with a razor-sharp mustard sauce."
Comptoir Lyon,Booked on a whim after walking past and noticing how busy it was - the right call. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. A restaurant we will be coming back to without any hesitation.
Comptoir Lyon,We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should. We asked for a recommendation on the cheese and were guided to something we had never tried before.
Comptoir Lyon,"Several things went wrong during our visit - not the evening we had planned. Several dishes arrived at different times, leaving one of our party waiting while the other ate. We have given this place multiple chances now and the result is always the same."
Comptoir Lyon,A proper Lyonnaise bouchon experience that ticked every box for us. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition. A meal we will be talking about for a long time.
Comptoir Lyon,"Brought my parents here on their first visit to Lyon and they are still talking about it. The praline tart was a beautiful example of a purely Lyonnaise confection - pink, sweet, extraordinary. We will absolutely return on our next visit to Lyon."
Comptoir Lyon,I wanted to like this place but found it difficult to overlook the service issues. The bill contained items we had not ordered and required a lengthy discussion to resolve. A restaurant resting on its reputation rather than earning it on the night.
Cote,The lobster bisque was so good we asked for the bread to mop up every last drop. The bread course alone would have been worth the visit. The turbot was beurre blanc-sauced in a way that respected the delicacy of the fish.
Cote,"The scallops were seared to golden perfection with a beautifully judged beurre blanc. The wine list is compact but very well chosen with some excellent value at the mid-price level. The scallops were seared on one side only, which is the correct and difficult thing to do."
Cote,"The lobster bisque was thick and salty without any of the depth we hoped for. The oysters had an off smell that should have been caught before they left the kitchen. When we raised our concerns, the response from the manager was indifferent at best. We left feeling our time and money had not been well spent."
Cote,We paid a lot of money for a plateau that felt like it had been sitting out too long. The heating in the room was insufficient and we spent much of the meal feeling cold. A missed opportunity given the potential of the concept and the setting.
Cote,The scallops were seared to golden perfection with a beautifully judged beurre blanc. The turbot was beurre blanc-sauced in a way that respected the delicacy of the fish. Genuinely one of the best evenings we have spent in Lyon.
Cote,"Even the small touches - the amuse-bouche of smoked salmon blinis - showed real craft. The lobster bisque had a richness and depth that suggested real stock rather than a shortcut. The room has real warmth to it - a combination of the lighting, the décor and the noise level."
Cote,"The terrace was perfect on a warm Lyon evening - one of the best spots in the city. Light, clean flavours that let the quality of the seafood do all the talking. The lobster bisque had a richness and depth that suggested real stock rather than a shortcut."
Cote,We shared the catch of the day which had arrived that morning. You could taste it. The moules marinières came in a broth so good we drank it from the bowl. We left already looking at dates for a return visit.
Cote,We shared the catch of the day which had arrived that morning. You could taste it. Nobody came to check on us between ordering and the arrival of the mains. A competent meal without anything memorable to make it truly stand out.
Cote,Oysters as fresh as if you were sitting by the Atlantic - remarkable for an inland city. The sommelier's pairings were inspired and transformed the meal into something really special. This is the kind of place that stays in your memory long after the plates are cleared.
Cote L,We ordered the plateau de fruits de mer and it was an absolute showstopper. The crab salad was dressed lightly with lemon and the freshness was extraordinary. We left already looking at dates for a return visit.
Cote L,We have eaten at many seafood restaurants across France and this ranks among the very best. The bread course alone would have been worth the visit. Book ahead - this place deserves to be busy and it is.
Cote L,Our waiter was enthusiastic about the menu and his suggestions turned out to be excellent. Even the small touches - the amuse-bouche of smoked salmon blinis - showed real craft. The lobster bisque had a richness and depth that suggested real stock rather than a shortcut.
Cote L,"The wine list is compact but very well chosen with some excellent value at the mid-price level. Oysters as fresh as if you were sitting by the Atlantic - remarkable for an inland city. The sole meunière was cooked with butter at precisely the right temperature - golden, nutty, perfect."
Cote L,"A master class in letting good seafood speak for itself - minimal intervention, maximum flavour. Several dishes arrived at different times, leaving one of our party waiting while the other ate. Worth trying once, though we are not certain we would return."
Cote L,"We shared the catch of the day which had arrived that morning. You could taste it. Small details impressed us: the quality of the butter, the temperature of the plates, the attentiveness without intrusion. A wonderful evening from start to finish. Highly recommended."
Cote L,"The waiter guided us through the menu with genuine knowledge and passion for the produce. Basic errors - wrong dishes, forgotten items - suggest training issues in the front of house. Three stars feels right - solid, reliable, but not exceptional."
Cote L,We ordered the plateau de fruits de mer and it was an absolute showstopper. Wines by the glass were of an excellent standard and the list had been curated with thought. Already recommended to two friends who are visiting later this year.
Cote L,"The freshest fish in Lyon, without any doubt. The sourcing here is exceptional. The lobster bisque had a richness and depth that suggested real stock rather than a shortcut. Genuinely one of the best evenings we have spent in Lyon."
Cote L,"The sole meunière was textbook: buttery, gently acidic and wonderfully simple. The heating in the room was insufficient and we spent much of the meal feeling cold. Not a disappointment exactly, just not the revelation we hoped it would be."
Cote L,"The sole was overcooked to the point where the texture had become unpleasant. Several dishes arrived at different times, leaving one of our party waiting while the other ate. We will not be returning and would not recommend it to friends."
Cote L,"The scallops were seared to golden perfection with a beautifully judged beurre blanc. The sommelier recommended an expensive wine that did not suit the food at all. Three stars feels right - solid, reliable, but not exceptional."
De La Palais,We had high hopes but the experience fell short in several significant ways. The andouillette had a strong off smell that none of us could get past. Nobody came to check on us between ordering and the arrival of the mains.
De La Palais,"Lyon is famous for its food culture, and this restaurant embodies everything that reputation stands for. There is a real sense that the team here take pride in their work without any hint of arrogance. One of the standout meals of our trip - possibly the best."
De La Palais,The bread course alone would have been worth the visit. Found this tucked away on a side street and it turned out to be a real find. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce.
De La Palais,Brought my parents here on their first visit to Lyon and they are still talking about it. The set menu offered very poor value given the size of the portions. Some genuinely good moments but enough to give us pause before booking again.
De La Palais,"Underwhelming is perhaps the kindest word I can find for our visit. The onion soup was watery and the cheese had not been properly grilled. Several dishes arrived at different times, leaving one of our party waiting while the other ate."
De La Palais,The terrace was bathed in evening light and the atmosphere was simply magical. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. The pacing of the meal was exactly right - unhurried but never dragging.
De La Palais,"A proper Lyonnaise bouchon experience that ticked every box for us. The andouillette was not for the faint-hearted but for those who appreciate it, sublime. The wine list is compact but very well chosen with some excellent value at the mid-price level."
De La Palais,My colleague recommended this place and it absolutely lived up to the hype. We noticed the same dish on neighbouring tables looked far better than what we received. Worth a visit but perhaps not worth crossing the city for.
De Lyon,Brought my parents here on their first visit to Lyon and they are still talking about it. A proper tarte tatin arrived caramelised to perfection with crème fraîche on the side. There is a real sense that the team here take pride in their work without any hint of arrogance. Genuinely one of the best evenings we have spent in Lyon.
De Lyon,A charming neighbourhood restaurant that punches well above its weight. The wine list is compact but very well chosen with some excellent value at the mid-price level. One of the standout meals of our trip - possibly the best.
De Lyon,"Third visit to this place and it keeps getting better each time. The andouillette was not for the faint-hearted but for those who appreciate it, sublime. An experience that reminded us why we love eating out."
De Lyon,"The pacing of the meal was exactly right - unhurried but never dragging. We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The praline tart was a beautiful example of a purely Lyonnaise confection - pink, sweet, extraordinary."
De Lyon,"Even the amuse-bouche set the tone for what was to follow - precise, interesting and generous. Third visit to this place and it keeps getting better each time. The quenelles were as light as air - a technically demanding dish executed perfectly."
De Lyon,Found this tucked away on a side street and it turned out to be a real find. The kitchen's timing was off throughout and mains arrived before the starters were finished. Some genuinely good moments but enough to give us pause before booking again.
De Lyon,"This is the kind of authentic French restaurant that feels increasingly hard to find. The room has real warmth to it - a combination of the lighting, the décor and the noise level. Do not miss it if you are anywhere near Lyon."
De Lyon,Booked on a whim after walking past and noticing how busy it was - the right call. The quenelles were as light as air - a technically demanding dish executed perfectly. Everything about it was right. A true gem of the Lyon dining scene.
De Lyon,This is the kind of authentic French restaurant that feels increasingly hard to find. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. We left already looking at dates for a return visit.
De Lyon,"A mixed visit that we would not be rushing to repeat. Our waiter disappeared for long stretches and refills were never offered proactively. At these prices, the standard needs to be significantly higher."
De Lyon,"Came here for a solo lunch between meetings and left feeling genuinely nourished. The room has real warmth to it - a combination of the lighting, the décor and the noise level. The praline tart was a beautiful example of a purely Lyonnaise confection - pink, sweet, extraordinary."
De Lyon,"After a long day of sightseeing, this bistrot was exactly what we needed. The sommelier recommended an expensive wine that did not suit the food at all. Worth a visit but perhaps not worth crossing the city for."
De Lyon,The sommelier's pairings were inspired and transformed the meal into something really special. We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should.
De Lyon,"The bread course alone would have been worth the visit. The terrace was bathed in evening light and the atmosphere was simply magical. The tablier de sapeur was crispy on the outside, tender within and came with a razor-sharp mustard sauce."
De Lyon,"This is the kind of authentic French restaurant that feels increasingly hard to find. Our waiter disappeared for long stretches and refills were never offered proactively. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,A proper Lyonnaise bouchon experience that ticked every box for us. We asked twice for the bread to be replenished and it never arrived. Some genuinely good moments but enough to give us pause before booking again.
De Lyon,We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. The heating in the room was insufficient and we spent much of the meal feeling cold. A competent meal without anything memorable to make it truly stand out.
De Lyon,"We dined here on a recommendation from our hotel concierge and were not disappointed. The wine we were served was not the one we ordered and it took three requests to correct. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,"A proper Lyonnaise bouchon experience that ticked every box for us. The wine we were served was not the one we ordered and it took three requests to correct. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,We dined here on a recommendation from our hotel concierge and were not disappointed. The heating in the room was insufficient and we spent much of the meal feeling cold. We would come back but would lower our expectations from those set by the reviews.
De Lyon,Booked on a whim after walking past and noticing how busy it was - the right call. The room was noisy to the point where conversation became genuinely difficult. A competent meal without anything memorable to make it truly stand out.
De Lyon,We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. The poulet de Bresse was the finest chicken dish we have ever eaten - extraordinary produce. Wines by the glass were of an excellent standard and the list had been curated with thought. A wonderful evening from start to finish. Highly recommended.
De Lyon,Came here for a solo lunch between meetings and left feeling genuinely nourished. The pace of service was painfully slow despite the kitchen clearly not being under pressure. Some genuinely good moments but enough to give us pause before booking again.
De Lyon,"This is the kind of authentic French restaurant that feels increasingly hard to find. Nobody came to check on us between ordering and the arrival of the mains. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The table we were given was too close to the kitchen and the noise was intrusive. A competent meal without anything memorable to make it truly stand out.
De Lyon,"My colleague recommended this place and it absolutely lived up to the hype. We were made to feel hurried throughout the meal, particularly toward the end. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,"Brought my parents here on their first visit to Lyon and they are still talking about it. The pike quenelle with Nantua sauce was a love letter to the Lyon culinary tradition. The cheese trolley was a highlight - vast, expertly kept, and guided brilliantly by the waiter."
De Lyon,"My colleague recommended this place and it absolutely lived up to the hype. The andouillette was not for the faint-hearted but for those who appreciate it, sublime. A restaurant we will be coming back to without any hesitation."
De Lyon,"Brought my parents here on their first visit to Lyon and they are still talking about it. The pace of service was painfully slow despite the kitchen clearly not being under pressure. Worth trying once, though we are not certain we would return."
De Lyon,"This is the kind of authentic French restaurant that feels increasingly hard to find. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should. The chef came out to check on us at the end of the meal, which was a charming touch."
De Lyon,My colleague recommended this place and it absolutely lived up to the hype. The set lunch is extraordinary value for what you receive. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should.
De Lyon,We had to wait over an hour for our mains despite the restaurant being half-empty. The tarte tatin arrived cold and the pastry had gone soft beneath the apples. The table we were given was too close to the kitchen and the noise was intrusive.
De Lyon,Third visit to this place and it keeps getting better each time. The kitchen's timing was off throughout and mains arrived before the starters were finished. Worth a visit but perhaps not worth crossing the city for.
De Lyon,"After a long day of sightseeing, this bistrot was exactly what we needed. What struck us most was the consistency - every component of every dish was at the same high standard. We left full, happy and already planning our return."
De Lyon,"The terrace was bathed in evening light and the atmosphere was simply magical. We were made to feel hurried throughout the meal, particularly toward the end. Three stars feels right - solid, reliable, but not exceptional."
De Lyon,"For a restaurant with this level of reputation, the execution was surprisingly poor. The sommelier recommended an expensive wine that did not suit the food at all. Not the evening we had been looking forward to."
De Lyon,"Brought my parents here on their first visit to Lyon and they are still talking about it. The heating in the room was insufficient and we spent much of the meal feeling cold. Not a disappointment exactly, just not the revelation we hoped it would be."
De Lyon,"My colleague recommended this place and it absolutely lived up to the hype. We were made to feel hurried throughout the meal, particularly toward the end. We would come back but would lower our expectations from those set by the reviews."
De Lyon,"Found this tucked away on a side street and it turned out to be a real find. The bill contained items we had not ordered and required a lengthy discussion to resolve. Worth trying once, though we are not certain we would return."
Des Bon,"This is the kind of authentic French restaurant that feels increasingly hard to find. We noticed the same dish on neighbouring tables looked far better than what we received. Three stars feels right - solid, reliable, but not exceptional."
Des Bon,"We celebrated my husband's retirement dinner here and it was a wonderfully memorable evening. Several dishes arrived at different times, leaving one of our party waiting while the other ate. Some genuinely good moments but enough to give us pause before booking again."
Des Bon,"We dined here on a recommendation from our hotel concierge and were not disappointed. The room has real warmth to it - a combination of the lighting, the décor and the noise level. An experience that reminded us why we love eating out."
Des Bon,The terrace was bathed in evening light and the atmosphere was simply magical. The sommelier's pairings were inspired and transformed the meal into something really special. The gratin dauphinois came out of the oven bubbling and golden and tasted exactly as it should.
Des Bon,"I wanted to like this place but found it difficult to overlook the service issues. Basic errors - wrong dishes, forgotten items - suggest training issues in the front of house. A missed opportunity given the potential of the concept and the setting."
Des Bon,"The terrace was bathed in evening light and the atmosphere was simply magical. When we raised our concerns, the response from the manager was indifferent at best. Not a disappointment exactly, just not the revelation we hoped it would be."
Des Bon,"We stumbled upon this Lyon gem while exploring the Presqu'île and were blown away. The heating in the room was insufficient and we spent much of the meal feeling cold. Three stars feels right - solid, reliable, but not exceptional."
Des Bon,"After a long day of sightseeing, this bistrot was exactly what we needed. A genuinely outstanding salade lyonnaise: properly dressed, lardons beautifully crisped. Wines by the glass were of an excellent standard and the list had been curated with thought."
